"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","teste()","","Mon Feb 03 13:19:08 GMT 2025","passed","Mon Feb 03 13:19:08 GMT 2025","","teste","teste","teste"
"","2348","createUserValidaContrato()","","Mon Feb 03 13:19:05 GMT 2025","failed","Mon Feb 03 13:19:08 GMT 2025","","Usuarios","Usuarios","createUserValidaContrato"
